hello world
Loaded blender (138, 400, 400, 4) torch.Size([40, 4, 4]) [400, 400, 555.5555155968841] ./data/nerf_synthetic/lego
Begin
Number of TRAIN views are 100
Number of TEST views are 3
Number of VAL views are 13
[TRAIN] Iter: 7800 Loss: 0.005805227905511856  PSNR: 22.361806869506836
[TRAIN] Iter: 7900 Loss: 0.006074424367398024  PSNR: 22.164949417114258
[TRAIN] Iter: 8000 Loss: 0.005062501411885023  PSNR: 22.95634651184082
[TRAIN] Iter: 8100 Loss: 0.003745544468984008  PSNR: 24.264850616455078
[TRAIN] Iter: 8200 Loss: 0.004427099134773016  PSNR: 23.53880500793457
[TRAIN] Iter: 8300 Loss: 0.006007430609315634  PSNR: 22.213111877441406
[TRAIN] Iter: 8400 Loss: 0.004992352798581123  PSNR: 23.016948699951172
[TRAIN] Iter: 8500 Loss: 0.005595932714641094  PSNR: 22.52127456665039
[TRAIN] Iter: 8600 Loss: 0.004859742242842913  PSNR: 23.133867263793945
[TRAIN] Iter: 8700 Loss: 0.005864609964191914  PSNR: 22.317607879638672
[TRAIN] Iter: 8800 Loss: 0.007298468612134457  PSNR: 21.3676815032959
[TRAIN] Iter: 8900 Loss: 0.005185979418456554  PSNR: 22.85169219970703
[TRAIN] Iter: 9000 Loss: 0.004009732976555824  PSNR: 23.96884536743164
[TRAIN] Iter: 9100 Loss: 0.0032944544218480587  PSNR: 24.82216453552246
[TRAIN] Iter: 9200 Loss: 0.005861063953489065  PSNR: 22.320234298706055
[TRAIN] Iter: 9300 Loss: 0.006371981929987669  PSNR: 21.95725440979004
[TRAIN] Iter: 9400 Loss: 0.0037394880782812834  PSNR: 24.27187728881836
[TRAIN] Iter: 9500 Loss: 0.004076213575899601  PSNR: 23.897430419921875
[TRAIN] Iter: 9600 Loss: 0.0058914171531796455  PSNR: 22.297801971435547
[TRAIN] Iter: 9700 Loss: 0.006653662770986557  PSNR: 21.769393920898438
[TRAIN] Iter: 9800 Loss: 0.003559783799573779  PSNR: 24.485763549804688
[TRAIN] Iter: 9900 Loss: 0.005598298739641905  PSNR: 22.519439697265625
Saved checkpoints at ./logs/blender_lego_coarse/010000.tar
test poses shape torch.Size([3, 4, 4])
torch.Size([400, 400, 3]) torch.Size([400, 400])
Saved test results. Mean test PSNR: 21.94
[TRAIN] Iter: 10000 Loss: 0.006264666095376015  PSNR: 22.031021118164062
[TRAIN] Iter: 10100 Loss: 0.005698188208043575  PSNR: 22.442630767822266
[TRAIN] Iter: 10200 Loss: 0.004102009814232588  PSNR: 23.870033264160156
[TRAIN] Iter: 10300 Loss: 0.004932530224323273  PSNR: 23.06930160522461
[TRAIN] Iter: 10400 Loss: 0.004773898050189018  PSNR: 23.21126937866211
[TRAIN] Iter: 10500 Loss: 0.004760357551276684  PSNR: 23.223604202270508
[TRAIN] Iter: 10600 Loss: 0.004570068791508675  PSNR: 23.400772094726562
[TRAIN] Iter: 10700 Loss: 0.003346256911754608  PSNR: 24.75440788269043
[TRAIN] Iter: 10800 Loss: 0.0040360912680625916  PSNR: 23.940387725830078
[TRAIN] Iter: 10900 Loss: 0.003886992111802101  PSNR: 24.103862762451172
[TRAIN] Iter: 11000 Loss: 0.00268511357717216  PSNR: 25.71037483215332
[TRAIN] Iter: 11100 Loss: 0.0036766144912689924  PSNR: 24.345518112182617
[TRAIN] Iter: 11200 Loss: 0.003749876981601119  PSNR: 24.259830474853516
[TRAIN] Iter: 11300 Loss: 0.006449459120631218  PSNR: 21.904766082763672
[TRAIN] Iter: 11400 Loss: 0.004973728209733963  PSNR: 23.033178329467773
[TRAIN] Iter: 11500 Loss: 0.003335118992254138  PSNR: 24.76888656616211
[TRAIN] Iter: 11600 Loss: 0.0029937175568193197  PSNR: 25.237890243530273
[TRAIN] Iter: 11700 Loss: 0.004106801003217697  PSNR: 23.86496353149414
[TRAIN] Iter: 11800 Loss: 0.004997038282454014  PSNR: 23.012874603271484
[TRAIN] Iter: 11900 Loss: 0.004102784674614668  PSNR: 23.869213104248047
[TRAIN] Iter: 12000 Loss: 0.004543867893517017  PSNR: 23.425743103027344
[TRAIN] Iter: 12100 Loss: 0.004992764443159103  PSNR: 23.016590118408203
[TRAIN] Iter: 12200 Loss: 0.00425166729837656  PSNR: 23.714406967163086
[TRAIN] Iter: 12300 Loss: 0.005920428782701492  PSNR: 22.27646827697754
[TRAIN] Iter: 12400 Loss: 0.005330457352101803  PSNR: 22.73235511779785
[TRAIN] Iter: 12500 Loss: 0.005935266613960266  PSNR: 22.265596389770508
[TRAIN] Iter: 12600 Loss: 0.005003439262509346  PSNR: 23.007314682006836
[TRAIN] Iter: 12700 Loss: 0.004497069865465164  PSNR: 23.470703125
[TRAIN] Iter: 12800 Loss: 0.004402296617627144  PSNR: 23.563207626342773
[TRAIN] Iter: 12900 Loss: 0.0055173165164887905  PSNR: 22.582721710205078
[TRAIN] Iter: 13000 Loss: 0.005151563789695501  PSNR: 22.8806095123291
[TRAIN] Iter: 13100 Loss: 0.0038439687341451645  PSNR: 24.152198791503906
[TRAIN] Iter: 13200 Loss: 0.005069633014500141  PSNR: 22.950233459472656
[TRAIN] Iter: 13300 Loss: 0.005295883864164352  PSNR: 22.760616302490234
[TRAIN] Iter: 13400 Loss: 0.005726752802729607  PSNR: 22.420915603637695
[TRAIN] Iter: 13500 Loss: 0.005553155671805143  PSNR: 22.554601669311523
[TRAIN] Iter: 13600 Loss: 0.005025557242333889  PSNR: 22.988157272338867
[TRAIN] Iter: 13700 Loss: 0.0036956635303795338  PSNR: 24.323074340820312
[TRAIN] Iter: 13800 Loss: 0.005048473831266165  PSNR: 22.968399047851562
[TRAIN] Iter: 13900 Loss: 0.004110780544579029  PSNR: 23.86075782775879
[TRAIN] Iter: 14000 Loss: 0.005653893109411001  PSNR: 22.47652244567871
[TRAIN] Iter: 14100 Loss: 0.006910426076501608  PSNR: 21.604949951171875
[TRAIN] Iter: 14200 Loss: 0.005010530352592468  PSNR: 23.001163482666016
[TRAIN] Iter: 14300 Loss: 0.005799856036901474  PSNR: 22.365827560424805
[TRAIN] Iter: 14400 Loss: 0.00468917191028595  PSNR: 23.289037704467773
[TRAIN] Iter: 14500 Loss: 0.0027715167962014675  PSNR: 25.572824478149414
[TRAIN] Iter: 14600 Loss: 0.0046529690735042095  PSNR: 23.32269859313965
[TRAIN] Iter: 14700 Loss: 0.0033418568782508373  PSNR: 24.760122299194336
[TRAIN] Iter: 14800 Loss: 0.004579007159918547  PSNR: 23.392284393310547
[TRAIN] Iter: 14900 Loss: 0.004831794649362564  PSNR: 23.15891456604004
Saved checkpoints at ./logs/blender_lego_coarse/015000.tar
[TRAIN] Iter: 15000 Loss: 0.004065452143549919  PSNR: 23.908910751342773
[TRAIN] Iter: 15100 Loss: 0.005267289932817221  PSNR: 22.78412628173828
[TRAIN] Iter: 15200 Loss: 0.007025761064141989  PSNR: 21.533065795898438
[TRAIN] Iter: 15300 Loss: 0.0028093408327549696  PSNR: 25.51395606994629
[TRAIN] Iter: 15400 Loss: 0.005297496449202299  PSNR: 22.759292602539062
[TRAIN] Iter: 15500 Loss: 0.006398442201316357  PSNR: 21.93925666809082
[TRAIN] Iter: 15600 Loss: 0.0032910059671849012  PSNR: 24.826711654663086
[TRAIN] Iter: 15700 Loss: 0.005600942298769951  PSNR: 22.51738929748535
[TRAIN] Iter: 15800 Loss: 0.004674956202507019  PSNR: 23.30222511291504
[TRAIN] Iter: 15900 Loss: 0.0045106252655386925  PSNR: 23.457632064819336
[TRAIN] Iter: 16000 Loss: 0.0038883050438016653  PSNR: 24.10239601135254
[TRAIN] Iter: 16100 Loss: 0.003919781185686588  PSNR: 24.067380905151367
[TRAIN] Iter: 16200 Loss: 0.004243298899382353  PSNR: 23.722963333129883
[TRAIN] Iter: 16300 Loss: 0.006456382572650909  PSNR: 21.90010643005371
[TRAIN] Iter: 16400 Loss: 0.005284768994897604  PSNR: 22.76974105834961
[TRAIN] Iter: 16500 Loss: 0.0028187865391373634  PSNR: 25.499378204345703
[TRAIN] Iter: 16600 Loss: 0.0044273436069488525  PSNR: 23.5385684967041
[TRAIN] Iter: 16700 Loss: 0.005940315779298544  PSNR: 22.26190185546875
[TRAIN] Iter: 16800 Loss: 0.003677635919302702  PSNR: 24.344310760498047
[TRAIN] Iter: 16900 Loss: 0.004341681953519583  PSNR: 23.62342071533203
[TRAIN] Iter: 17000 Loss: 0.004726137034595013  PSNR: 23.25493621826172
[TRAIN] Iter: 17100 Loss: 0.003945952747017145  PSNR: 24.038480758666992
[TRAIN] Iter: 17200 Loss: 0.004776485729962587  PSNR: 23.20891571044922
[TRAIN] Iter: 17300 Loss: 0.005032765679061413  PSNR: 22.98193359375
[TRAIN] Iter: 17400 Loss: 0.005532047711312771  PSNR: 22.57114028930664
[TRAIN] Iter: 17500 Loss: 0.003724002745002508  PSNR: 24.289899826049805
[TRAIN] Iter: 17600 Loss: 0.004124774131923914  PSNR: 23.845998764038086
[TRAIN] Iter: 17700 Loss: 0.002978078555315733  PSNR: 25.260637283325195
[TRAIN] Iter: 17800 Loss: 0.005353137385100126  PSNR: 22.71391487121582
[TRAIN] Iter: 17900 Loss: 0.002722373930737376  PSNR: 25.65052032470703
[TRAIN] Iter: 18000 Loss: 0.005689623765647411  PSNR: 22.44916534423828
[TRAIN] Iter: 18100 Loss: 0.0028482002671808004  PSNR: 25.454294204711914
[TRAIN] Iter: 18200 Loss: 0.005543251987546682  PSNR: 22.56235122680664
[TRAIN] Iter: 18300 Loss: 0.005867897532880306  PSNR: 22.315176010131836
[TRAIN] Iter: 18400 Loss: 0.0023659581784158945  PSNR: 26.25992774963379
[TRAIN] Iter: 18500 Loss: 0.005535093601793051  PSNR: 22.568750381469727
[TRAIN] Iter: 18600 Loss: 0.004324963316321373  PSNR: 23.64017677307129
[TRAIN] Iter: 18700 Loss: 0.005018686410039663  PSNR: 22.994098663330078
[TRAIN] Iter: 18800 Loss: 0.00281222234480083  PSNR: 25.509502410888672
[TRAIN] Iter: 18900 Loss: 0.0032236163970083  PSNR: 24.91656494140625
[TRAIN] Iter: 19000 Loss: 0.004574068821966648  PSNR: 23.39697265625
[TRAIN] Iter: 19100 Loss: 0.005785324610769749  PSNR: 22.376724243164062
[TRAIN] Iter: 19200 Loss: 0.0037813386879861355  PSNR: 24.223543167114258
[TRAIN] Iter: 19300 Loss: 0.004256612621247768  PSNR: 23.70935821533203
[TRAIN] Iter: 19400 Loss: 0.0034110364504158497  PSNR: 24.67113494873047
[TRAIN] Iter: 19500 Loss: 0.0038776963483542204  PSNR: 24.114261627197266
[TRAIN] Iter: 19600 Loss: 0.0037664896808564663  PSNR: 24.240631103515625
[TRAIN] Iter: 19700 Loss: 0.004522491246461868  PSNR: 23.44622230529785
[TRAIN] Iter: 19800 Loss: 0.004743960686028004  PSNR: 23.238590240478516
[TRAIN] Iter: 19900 Loss: 0.004576424136757851  PSNR: 23.394737243652344
Saved checkpoints at ./logs/blender_lego_coarse/020000.tar
test poses shape torch.Size([3, 4, 4])
torch.Size([400, 400, 3]) torch.Size([400, 400])
Saved test results. Mean test PSNR: 22.54
[TRAIN] Iter: 20000 Loss: 0.004210382699966431  PSNR: 23.756784439086914
[TRAIN] Iter: 20100 Loss: 0.0039183772169053555  PSNR: 24.068937301635742
[TRAIN] Iter: 20200 Loss: 0.005042049568146467  PSNR: 22.97393035888672
[TRAIN] Iter: 20300 Loss: 0.0039872461929917336  PSNR: 23.993268966674805
[TRAIN] Iter: 20400 Loss: 0.005985873751342297  PSNR: 22.228723526000977
[TRAIN] Iter: 20500 Loss: 0.003763096407055855  PSNR: 24.24454689025879
[TRAIN] Iter: 20600 Loss: 0.005091249942779541  PSNR: 22.93175506591797
[TRAIN] Iter: 20700 Loss: 0.004331988748162985  PSNR: 23.633127212524414
[TRAIN] Iter: 20800 Loss: 0.005927359219640493  PSNR: 22.27138900756836
[TRAIN] Iter: 20900 Loss: 0.00404141703620553  PSNR: 23.934663772583008
[TRAIN] Iter: 21000 Loss: 0.003397875465452671  PSNR: 24.687925338745117
[TRAIN] Iter: 21100 Loss: 0.003954080864787102  PSNR: 24.029544830322266
[TRAIN] Iter: 21200 Loss: 0.00383727066218853  PSNR: 24.159774780273438
[TRAIN] Iter: 21300 Loss: 0.004532601218670607  PSNR: 23.4365234375
[TRAIN] Iter: 21400 Loss: 0.00406971899792552  PSNR: 23.904356002807617
[TRAIN] Iter: 21500 Loss: 0.003834956092759967  PSNR: 24.162395477294922
[TRAIN] Iter: 21600 Loss: 0.0047011179849505424  PSNR: 23.27798843383789
[TRAIN] Iter: 21700 Loss: 0.005539000034332275  PSNR: 22.56568717956543
[TRAIN] Iter: 21800 Loss: 0.004222923424094915  PSNR: 23.743867874145508
[TRAIN] Iter: 21900 Loss: 0.005349648185074329  PSNR: 22.716747283935547
[TRAIN] Iter: 22000 Loss: 0.003307183738797903  PSNR: 24.805418014526367
